Title,Formatted Date,URL
02-26-2013 Tuesday,[[20130226]],https://www.brookspriceaction.com/viewtopic.php?t=2050
02-27-2013 Wednesday,[[20130227]],https://www.brookspriceaction.com/viewtopic.php?t=2049
02-28-2013 Thursday,[[20130228]],https://www.brookspriceaction.com/viewtopic.php?t=2048
03-01-2013 Friday,[[20130301]],https://www.brookspriceaction.com/viewtopic.php?t=2047
03-04-2013 Monday,[[20130304]],https://www.brookspriceaction.com/viewtopic.php?t=2061
03-05-2013 Tuesday,[[20130305]],https://www.brookspriceaction.com/viewtopic.php?t=2060
03-06-2013 Wednesday,[[20130306]],https://www.brookspriceaction.com/viewtopic.php?t=2059
03-07-2013 Thursday,[[20130307]],https://www.brookspriceaction.com/viewtopic.php?t=2058
03-08-2013 Friday,[[20130308]],https://www.brookspriceaction.com/viewtopic.php?t=2057
03-11-2013 Monday,[[20130311]],https://www.brookspriceaction.com/viewtopic.php?t=2071
03-12-2013 Tuesday,[[20130312]],https://www.brookspriceaction.com/viewtopic.php?t=2070
03-13-2013 Wednesday,[[20130313]],https://www.brookspriceaction.com/viewtopic.php?t=2069
03-14-2013 Thursday,[[20130314]],https://www.brookspriceaction.com/viewtopic.php?t=2068
03-15-2013 Friday,[[20130315]],https://www.brookspriceaction.com/viewtopic.php?t=2067
03-18-2013 Monday,[[20130318]],https://www.brookspriceaction.com/viewtopic.php?t=2080
03-19-2013 Tuesday,[[20130319]],https://www.brookspriceaction.com/viewtopic.php?t=2079
03-20-2013 Wednesday,[[20130320]],https://www.brookspriceaction.com/viewtopic.php?t=2078
03-21-2013 Thursday,[[20130321]],https://www.brookspriceaction.com/viewtopic.php?t=2077
03-22-2013 Friday,[[20130322]],https://www.brookspriceaction.com/viewtopic.php?t=2076
03-25-2013 Monday,[[20130325]],https://www.brookspriceaction.com/viewtopic.php?t=2089
03-26-2013 Tuesday,[[20130326]],https://www.brookspriceaction.com/viewtopic.php?t=2088
03-27-2013 Wednesday,[[20130327]],https://www.brookspriceaction.com/viewtopic.php?t=2087
03-28-2013 Thursday,[[20130328]],https://www.brookspriceaction.com/viewtopic.php?t=2086
03-29-2013 Friday,[[20130329]],https://www.brookspriceaction.com/viewtopic.php?t=2085
04-01-2013 Monday,[[20130401]],https://www.brookspriceaction.com/viewtopic.php?t=2101
04-02-2013 Tuesday,[[20130402]],https://www.brookspriceaction.com/viewtopic.php?t=2100
04-03-2013 Wednesday,[[20130403]],https://www.brookspriceaction.com/viewtopic.php?t=2099
04-04-2013 Thursday,[[20130404]],https://www.brookspriceaction.com/viewtopic.php?t=2098
04-05-2013 Friday,[[20130405]],https://www.brookspriceaction.com/viewtopic.php?t=2097
04-08-2013 Monday,[[20130408]],https://www.brookspriceaction.com/viewtopic.php?t=2107
04-09-2013 Tuesday,[[20130409]],https://www.brookspriceaction.com/viewtopic.php?t=2106
04-10-2013 Wednesday,[[20130410]],https://www.brookspriceaction.com/viewtopic.php?t=2105
04-11-2013 Thursday,[[20130411]],https://www.brookspriceaction.com/viewtopic.php?t=2104
04-12-2013 Friday,[[20130412]],https://www.brookspriceaction.com/viewtopic.php?t=2103
04-15-2013 Monday,[[20130415]],https://www.brookspriceaction.com/viewtopic.php?t=2113
04-16-2013 Tuesday,[[20130416]],https://www.brookspriceaction.com/viewtopic.php?t=2112
04-17-2013 Wednesday,[[20130417]],https://www.brookspriceaction.com/viewtopic.php?t=2111
04-18-2013 Thursday,[[20130418]],https://www.brookspriceaction.com/viewtopic.php?t=2110
04-19-2013 Friday,[[20130419]],https://www.brookspriceaction.com/viewtopic.php?t=2109
04-22-2013 Monday,[[20130422]],https://www.brookspriceaction.com/viewtopic.php?t=2120
04-23-2013 Tuesday,[[20130423]],https://www.brookspriceaction.com/viewtopic.php?t=2119
04-24-2013 Wednesday,[[20130424]],https://www.brookspriceaction.com/viewtopic.php?t=2118
04-25-2013 Thursday,[[20130425]],https://www.brookspriceaction.com/viewtopic.php?t=2117
04-26-2013 Friday,[[20130426]],https://www.brookspriceaction.com/viewtopic.php?t=2116
04-29-2013 Monday,[[20130429]],https://www.brookspriceaction.com/viewtopic.php?t=2128
04-30-2013 Tuesday,[[20130430]],https://www.brookspriceaction.com/viewtopic.php?t=2127
05-01-2013 Wednesday,[[20130501]],https://www.brookspriceaction.com/viewtopic.php?t=2126
05-02-2013 Thursday,[[20130502]],https://www.brookspriceaction.com/viewtopic.php?t=2125
05-03-2013 Friday,[[20130503]],https://www.brookspriceaction.com/viewtopic.php?t=2123
05-06-2013 Monday,[[20130506]],https://www.brookspriceaction.com/viewtopic.php?t=2136
05-07-2013 Tuesday,[[20130507]],https://www.brookspriceaction.com/viewtopic.php?t=2135
05-08-2013 Wednesday,[[20130508]],https://www.brookspriceaction.com/viewtopic.php?t=2134
05-09-2013 Thursday,[[20130509]],https://www.brookspriceaction.com/viewtopic.php?t=2133
05-10-2013 Friday,[[20130510]],https://www.brookspriceaction.com/viewtopic.php?t=2132
05-13-2013 Monday,[[20130513]],https://www.brookspriceaction.com/viewtopic.php?t=2145
05-14-2013 Tuesday,[[20130514]],https://www.brookspriceaction.com/viewtopic.php?t=2144
05-15-2013 Wednesday,[[20130515]],https://www.brookspriceaction.com/viewtopic.php?t=2143
05-16-2013 Thursday,[[20130516]],https://www.brookspriceaction.com/viewtopic.php?t=2142
05-17-2013 Friday,[[20130517]],https://www.brookspriceaction.com/viewtopic.php?t=2141
05-20-2013 Monday,[[20130520]],https://www.brookspriceaction.com/viewtopic.php?t=2152
05-21-2013 Tuesday,[[20130521]],https://www.brookspriceaction.com/viewtopic.php?t=2151
05-22-2013 Wednesday,[[20130522]],https://www.brookspriceaction.com/viewtopic.php?t=2150
05-23-2013 Thursday,[[20130523]],https://www.brookspriceaction.com/viewtopic.php?t=2149
05-24-2013 Friday,[[20130524]],https://www.brookspriceaction.com/viewtopic.php?t=2148
05-28-2013 Tuesday,[[20130528]],https://www.brookspriceaction.com/viewtopic.php?t=2157
05-29-2013 Wednesday,[[20130529]],https://www.brookspriceaction.com/viewtopic.php?t=2156
05-30-2013 Thursday,[[20130530]],https://www.brookspriceaction.com/viewtopic.php?t=2155
05-31-2013 Friday,[[20130531]],https://www.brookspriceaction.com/viewtopic.php?t=2154
06-03-2013 Monday,[[20130603]],https://www.brookspriceaction.com/viewtopic.php?t=2168
06-04-2013 Tuesday,[[20130604]],https://www.brookspriceaction.com/viewtopic.php?t=2167
06-05-2013 Wednesday,[[20130605]],https://www.brookspriceaction.com/viewtopic.php?t=2166
06-06-2013 Thursday,[[20130606]],https://www.brookspriceaction.com/viewtopic.php?t=2165
06-07-2013 Friday,[[20130607]],https://www.brookspriceaction.com/viewtopic.php?t=2164
06-10-2013 Monday,[[20130610]],https://www.brookspriceaction.com/viewtopic.php?t=2176
06-11-2013 Tuesday,[[20130611]],https://www.brookspriceaction.com/viewtopic.php?t=2175
06-12-2013 Wednesday,[[20130612]],https://www.brookspriceaction.com/viewtopic.php?t=2174
06-13-2013 Thursday,[[20130613]],https://www.brookspriceaction.com/viewtopic.php?t=2173
06-14-2013 Friday,[[20130614]],https://www.brookspriceaction.com/viewtopic.php?t=2172
06-17-2013 Monday,[[20130617]],https://www.brookspriceaction.com/viewtopic.php?t=2182
06-18-2013 Tuesday,[[20130618]],https://www.brookspriceaction.com/viewtopic.php?t=2181
06-19-2013 Wednesday,[[20130619]],https://www.brookspriceaction.com/viewtopic.php?t=2180
06-20-2013 Thursday,[[20130620]],https://www.brookspriceaction.com/viewtopic.php?t=2179
06-21-2013 Friday,[[20130621]],https://www.brookspriceaction.com/viewtopic.php?t=2178
06-24-2013 Monday,[[20130624]],https://www.brookspriceaction.com/viewtopic.php?t=2191
06-25-2013 Tuesday,[[20130625]],https://www.brookspriceaction.com/viewtopic.php?t=2190
06-26-2013 Wednesday,[[20130626]],https://www.brookspriceaction.com/viewtopic.php?t=2189
06-27-2013 Thursday,[[20130627]],https://www.brookspriceaction.com/viewtopic.php?t=2188
06-28-2013 Friday,[[20130628]],https://www.brookspriceaction.com/viewtopic.php?t=2187
07-01-2013 Monday,[[20130701]],https://www.brookspriceaction.com/viewtopic.php?t=2196
07-02-2013 Tuesday,[[20130702]],https://www.brookspriceaction.com/viewtopic.php?t=2195
07-03-2013 Wednesday,[[20130703]],https://www.brookspriceaction.com/viewtopic.php?t=2194
07-05-2013 Friday,[[20130705]],https://www.brookspriceaction.com/viewtopic.php?t=2193
07-08-2013 Monday,[[20130708]],https://www.brookspriceaction.com/viewtopic.php?t=2203
07-09-2013 Tuesday,[[20130709]],https://www.brookspriceaction.com/viewtopic.php?t=2202
07-10-2013 Wednesday,[[20130710]],https://www.brookspriceaction.com/viewtopic.php?t=2201
07-11-2013 Thursday,[[20130711]],https://www.brookspriceaction.com/viewtopic.php?t=2200
07-12-2013 Friday,[[20130712]],https://www.brookspriceaction.com/viewtopic.php?t=2199
07-15-2013 Monday,[[20130715]],https://www.brookspriceaction.com/viewtopic.php?t=2210
07-16-2013 Tuesday,[[20130716]],https://www.brookspriceaction.com/viewtopic.php?t=2214
07-17-2013 Wednesday,[[20130717]],https://www.brookspriceaction.com/viewtopic.php?t=2213
07-18-2013 Thursday,[[20130718]],https://www.brookspriceaction.com/viewtopic.php?t=2212
07-19-2013 Friday,[[20130719]],https://www.brookspriceaction.com/viewtopic.php?t=2211
07-22-2013 Monday,[[20130722]],https://www.brookspriceaction.com/viewtopic.php?t=2222
07-23-2013 Tuesday,[[20130723]],https://www.brookspriceaction.com/viewtopic.php?t=2221
07-24-2013 Wednesday,[[20130724]],https://www.brookspriceaction.com/viewtopic.php?t=2220
07-25-2013 Thursday,[[20130725]],https://www.brookspriceaction.com/viewtopic.php?t=2219
07-26-2013 Friday,[[20130726]],https://www.brookspriceaction.com/viewtopic.php?t=2218
07-29-2013 Monday,[[20130729]],https://www.brookspriceaction.com/viewtopic.php?t=2231
07-30-2013 Tuesday,[[20130730]],https://www.brookspriceaction.com/viewtopic.php?t=2230
07-31-2013 Wednesday,[[20130731]],https://www.brookspriceaction.com/viewtopic.php?t=2229
08-01-2013 Thursday,[[20130801]],https://www.brookspriceaction.com/viewtopic.php?t=2228
08-02-2013 Friday,[[20130802]],https://www.brookspriceaction.com/viewtopic.php?t=2227
08-05-2013 Monday,[[20130805]],https://www.brookspriceaction.com/viewtopic.php?t=2240
08-06-2013 Tuesday,[[20130806]],https://www.brookspriceaction.com/viewtopic.php?t=2239
08-07-2013 Wednesday,[[20130807]],https://www.brookspriceaction.com/viewtopic.php?t=2238
08-08-2013 Thursday,[[20130808]],https://www.brookspriceaction.com/viewtopic.php?t=2237
08-09-2013 Friday,[[20130809]],https://www.brookspriceaction.com/viewtopic.php?t=2236
08-12-2013 Monday,[[20130812]],https://www.brookspriceaction.com/viewtopic.php?t=2247
08-13-2013 Tuesday,[[20130813]],https://www.brookspriceaction.com/viewtopic.php?t=2246
08-14-2013 Wednesday,[[20130814]],https://www.brookspriceaction.com/viewtopic.php?t=2245
08-15-2013 Thursday,[[20130815]],https://www.brookspriceaction.com/viewtopic.php?t=2244
08-16-2013 Friday,[[20130816]],https://www.brookspriceaction.com/viewtopic.php?t=2243
08-19-2013 Monday,[[20130819]],https://www.brookspriceaction.com/viewtopic.php?t=2253
08-20-2013 Tuesday,[[20130820]],https://www.brookspriceaction.com/viewtopic.php?t=2252
08-21-2013 Wednesday,[[20130821]],https://www.brookspriceaction.com/viewtopic.php?t=2251
08-22-2013 Thursday,[[20130822]],https://www.brookspriceaction.com/viewtopic.php?t=2250
08-23-2013 Friday,[[20130823]],https://www.brookspriceaction.com/viewtopic.php?t=2249
08-26-2013 Monday,[[20130826]],https://www.brookspriceaction.com/viewtopic.php?t=2259
08-27-2013 Tuesday,[[20130827]],https://www.brookspriceaction.com/viewtopic.php?t=2258
08-28-2013 Wednesday,[[20130828]],https://www.brookspriceaction.com/viewtopic.php?t=2257
08-29-2013 Thursday,[[20130829]],https://www.brookspriceaction.com/viewtopic.php?t=2256
08-30-2013 Friday,[[20130830]],https://www.brookspriceaction.com/viewtopic.php?t=2255
09-03-2013 Tuesday,[[20130903]],https://www.brookspriceaction.com/viewtopic.php?t=2266
09-04-2013 Wednesday,[[20130904]],https://www.brookspriceaction.com/viewtopic.php?t=2265
09-05-2013 Thursday,[[20130905]],https://www.brookspriceaction.com/viewtopic.php?t=2264
09-06-2013 Friday,[[20130906]],https://www.brookspriceaction.com/viewtopic.php?t=2263
09-09-2013 Monday,[[20130909]],https://www.brookspriceaction.com/viewtopic.php?t=2275
09-10-2013 Tuesday,[[20130910]],https://www.brookspriceaction.com/viewtopic.php?t=2274
09-11-2013 Wednesday,[[20130911]],https://www.brookspriceaction.com/viewtopic.php?t=2273
09-12-2013 Thursday,[[20130912]],https://www.brookspriceaction.com/viewtopic.php?t=2272
09-13-2013 Friday,[[20130913]],https://www.brookspriceaction.com/viewtopic.php?t=2271
09-16-2013 Monday,[[20130916]],https://www.brookspriceaction.com/viewtopic.php?t=2280
09-17-2013 Tuesday,[[20130917]],https://www.brookspriceaction.com/viewtopic.php?t=2279
09-18-2013 Wednesday,[[20130918]],https://www.brookspriceaction.com/viewtopic.php?t=2278
09-19-2013 Thursday,[[20130919]],https://www.brookspriceaction.com/viewtopic.php?t=2277
09-20-2013 Friday,[[20130920]],https://www.brookspriceaction.com/viewtopic.php?t=2276
09-23-2013 Monday,[[20130923]],https://www.brookspriceaction.com/viewtopic.php?t=2289
09-24-2013 Tuesday,[[20130924]],https://www.brookspriceaction.com/viewtopic.php?t=2288
09-25-2013 Wednesday,[[20130925]],https://www.brookspriceaction.com/viewtopic.php?t=2287
09-26-2013 Thursday,[[20130926]],https://www.brookspriceaction.com/viewtopic.php?t=2286
09-27-2013 Friday,[[20130927]],https://www.brookspriceaction.com/viewtopic.php?t=2285
09-30-2013 Monday,[[20130930]],https://www.brookspriceaction.com/viewtopic.php?t=2293
10-01-2013 Tuesday,[[20131001]],https://www.brookspriceaction.com/viewtopic.php?t=2297
10-02-2013 Wednesday,[[20131002]],https://www.brookspriceaction.com/viewtopic.php?t=2296
10-03-2013 Thursday,[[20131003]],https://www.brookspriceaction.com/viewtopic.php?t=2295
10-04-2013 Friday,[[20131004]],https://www.brookspriceaction.com/viewtopic.php?t=2294
10-07-2013 Monday,[[20131007]],https://www.brookspriceaction.com/viewtopic.php?t=2305
10-08-2013 Tuesday,[[20131008]],https://www.brookspriceaction.com/viewtopic.php?t=2304
10-09-2013 Wednesday,[[20131009]],https://www.brookspriceaction.com/viewtopic.php?t=2303
10-10-2013 Thursday,[[20131010]],https://www.brookspriceaction.com/viewtopic.php?t=2302
10-11-2013 Friday,[[20131011]],https://www.brookspriceaction.com/viewtopic.php?t=2301
10-12-2013 Monday,[[20131012]],https://www.brookspriceaction.com/viewtopic.php?t=2313
10-13-2013 Tuesday,[[20131013]],https://www.brookspriceaction.com/viewtopic.php?t=2312
10-16-2013 Wednesday,[[20131016]],https://www.brookspriceaction.com/viewtopic.php?t=2311
10-17-2013 Thursday,[[20131017]],https://www.brookspriceaction.com/viewtopic.php?t=2310
10-18-2013 Friday,[[20131018]],https://www.brookspriceaction.com/viewtopic.php?t=2309
10-21-2013 Monday,[[20131021]],https://www.brookspriceaction.com/viewtopic.php?t=2321
10-22-2013 Tuesday,[[20131022]],https://www.brookspriceaction.com/viewtopic.php?t=2320
10-23-2013 Wednesday,[[20131023]],https://www.brookspriceaction.com/viewtopic.php?t=2319
10-24-2013 Thursday,[[20131024]],https://www.brookspriceaction.com/viewtopic.php?t=2318
10-25-2013 Friday,[[20131025]],https://www.brookspriceaction.com/viewtopic.php?t=2317
10-28-2013 Monday,[[20131028]],https://www.brookspriceaction.com/viewtopic.php?t=2330
10-29-2013 Tuesday,[[20131029]],https://www.brookspriceaction.com/viewtopic.php?t=2329
10-30-2013 Wednesday,[[20131030]],https://www.brookspriceaction.com/viewtopic.php?t=2328
10-31-2013 Thursday,[[20131031]],https://www.brookspriceaction.com/viewtopic.php?t=2327
11-01-2013 Friday,[[20131101]],https://www.brookspriceaction.com/viewtopic.php?t=2326
11-04-2013 Monday,[[20131104]],https://www.brookspriceaction.com/viewtopic.php?t=2342
11-05-2013 Tuesday,[[20131105]],https://www.brookspriceaction.com/viewtopic.php?t=2341
11-06-2013 Wednesday,[[20131106]],https://www.brookspriceaction.com/viewtopic.php?t=2340
11-07-2013 Thursday,[[20131107]],https://www.brookspriceaction.com/viewtopic.php?t=2339
11-08-2013 Friday,[[20131108]],https://www.brookspriceaction.com/viewtopic.php?t=2338
11-11-2013 Monday,[[20131111]],https://www.brookspriceaction.com/viewtopic.php?t=2352
11-12-2013 Tuesday,[[20131112]],https://www.brookspriceaction.com/viewtopic.php?t=2351
11-13-2013 Wednesday,[[20131113]],https://www.brookspriceaction.com/viewtopic.php?t=2350
11-14-2013 Thursday,[[20131114]],https://www.brookspriceaction.com/viewtopic.php?t=2349
11-15-2013 Friday,[[20131115]],https://www.brookspriceaction.com/viewtopic.php?t=2348
11-18-2013 Monday,[[20131118]],https://www.brookspriceaction.com/viewtopic.php?t=2355
11-19-2013 Tuesday,[[20131119]],https://www.brookspriceaction.com/viewtopic.php?t=2359
11-20-2013 Wednesday,[[20131120]],https://www.brookspriceaction.com/viewtopic.php?t=2358
11-21-2013 Thursday,[[20131121]],https://www.brookspriceaction.com/viewtopic.php?t=2357
11-22-2013 Friday,[[20131122]],https://www.brookspriceaction.com/viewtopic.php?t=2356
11-25-2013 Monday,[[20131125]],https://www.brookspriceaction.com/viewtopic.php?t=2366
11-26-2013 Tuesday,[[20131126]],https://www.brookspriceaction.com/viewtopic.php?t=2365
11-27-2013 Wednesday,[[20131127]],https://www.brookspriceaction.com/viewtopic.php?t=2364
11-29-2013 Friday,[[20131129]],https://www.brookspriceaction.com/viewtopic.php?t=2363
12-02-2013 Monday,[[20131202]],https://www.brookspriceaction.com/viewtopic.php?t=2376
12-03-2013 Tuesday,[[20131203]],https://www.brookspriceaction.com/viewtopic.php?t=2375
12-04-2013 Wednesday,[[20131204]],https://www.brookspriceaction.com/viewtopic.php?t=2374
12-05-2013 Thursday,[[20131205]],https://www.brookspriceaction.com/viewtopic.php?t=2373
12-06-2013 Friday,[[20131206]],https://www.brookspriceaction.com/viewtopic.php?t=2372
12-09-2013 Monday,[[20131209]],https://www.brookspriceaction.com/viewtopic.php?t=2386
12-10-2013 Tuesday,[[20131210]],https://www.brookspriceaction.com/viewtopic.php?t=2385
12-11-2013 Wednesday,[[20131211]],https://www.brookspriceaction.com/viewtopic.php?t=2384
12-12-2013 Thursday,[[20131212]],https://www.brookspriceaction.com/viewtopic.php?t=2383
12-13-2013 Friday,[[20131213]],https://www.brookspriceaction.com/viewtopic.php?t=2382
12-16-2013 Monday,[[20131216]],https://www.brookspriceaction.com/viewtopic.php?t=2403
12-17-2013 Tuesday,[[20131217]],https://www.brookspriceaction.com/viewtopic.php?t=2402
12-18-2013 Wednesday,[[20131218]],https://www.brookspriceaction.com/viewtopic.php?t=2401
12-19-2013 Thursday,[[20131219]],https://www.brookspriceaction.com/viewtopic.php?t=2400
12-20-2013 Friday,[[20131220]],https://www.brookspriceaction.com/viewtopic.php?t=2399
12-23-2013 Monday,[[20131223]],https://www.brookspriceaction.com/viewtopic.php?t=2412
12-24-2013 Tuesday,[[20131224]],https://www.brookspriceaction.com/viewtopic.php?t=2416
12-25-2013 Wednesday,[[20131225]],https://www.brookspriceaction.com/viewtopic.php?t=2415
12-26-2013 Thursday,[[20131226]],https://www.brookspriceaction.com/viewtopic.php?t=2414
12-27-2013 Friday,[[20131227]],https://www.brookspriceaction.com/viewtopic.php?t=2413
12-30-2013 Monday,[[20131230]],https://www.brookspriceaction.com/viewtopic.php?t=2424
12-31-2013 Monday,[[20131231]],https://www.brookspriceaction.com/viewtopic.php?t=1952
12-31-2013 Tuesday,[[20131231]],https://www.brookspriceaction.com/viewtopic.php?t=2423
